Rex,Label,Density,Grams,Cost,Formula Number
"P63G3","Green",0.87,95.099998,0,"1087"
"P63L4","Blue",0.86500001,4.8000002,0,"1087"
"P63N5","Burnt Umber",0.91399997,170,0,"1087"
"P63R6","Scarlet",0.88599998,134.5,0,"1087"
"P63W9","White",1.114,961.29999,0,"1087"
"P63Y11","Ferrite Yellow",1.0190001,531.09998,0,"1087"
"R6K10","MEK",0.80615002,960.40002,0,"1087"
"P63N5","Burnt Umber",0.91399997,637.90002,0,"1088"
"P63R6","Scarlet",0.88599998,506.10001,0,"1088"
"P63R7","Quin Red",0.9023,127.6,0,"1088"
"P63W9","White",1.114,744.20001,0,"1088"
"R6K10","MEK",0.80615002,765.5,0,"1088"
"P63B1","Black",0.86870003,92.699997,0,"1089"
"P63G3","Green",0.87,39.900002,0,"1089"
"P63L4","Blue",0.86500001,147.7,0,"1089"
"P63N5","Burnt Umber",0.91399997,25.9,0,"1089"
"P63W9","White",1.114,603.90002,0,"1089"
"P63Y10","Brite Yellow",0.87599999,358,0,"1089"
"R6K10","MEK",0.80615002,1391,0,"1089"
"S64B30","Black",0.91909999,115.4,0,"1090"
"S64N37","Burnt Umber",1.1569999,247.8,0,"1090"
"S64R35","Deep Red",0.85100001,192.3,0,"1090"
"R1K3","VM&P Naptha",0.74199998,846,0,"1090"
"R1K4","Mineral Spirit",0.75999999,499.89999,0,"1090"
"S64T8","Clear wiping stain",0.81005585,538.29999,0,"1090"
"P63E2","Orange",0.91399997,26,0,"1091"
"P63N5","Burnt Umber",0.91399997,181.89999,0,"1091"
"P63W9","White",1.114,1559.3,0,"1091"
"P63Y11","Ferrite Yellow",1.0190001,441.79999,0,"1091"
"R6K10","MEK",0.80615002,779.59998,0,"1091"
"P63G3","Green",0.87,136.7,0,"1093"
"P63L4","Blue",0.86500001,6.3000002,0,"1093"
"P63R6","Scarlet",0.88599998,186.10001,0,"1093"
"P63W9","White",1.114,1001.7,0,"1093"
"P63Y11","Ferrite Yellow",1.0190001,707.90002,0,"1093"
"R6K10","MEK",0.80615002,1006.8,0,"1093"
"P63B1","Black",0.86870003,231.5,0,"1094"
"P63L4","Blue",0.86500001,4.5999999,0,"1094"
"P63R6","Scarlet",0.88599998,46.299999,0,"1094"
"P63W9","White",1.114,1125.1,0,"1094"
"P63Y11","Ferrite Yellow",1.0190001,555.59998,0,"1094"
"R6K10","MEK",0.80615002,926,0,"1094"
"S61E501","Orange",1.0369999,9.8000002,0,"1095"
"R6K34","PM Reducer",0.91670001,728.40002,0,"1095"
"R6K21","Ethanol",0.78899997,1754.7,0,"1095"
"S64B30","Black",0.91909999,10.2,0,"1096"
"S64N37","Burnt Umber",1.1569999,8.1000004,0,"1096"
"S64W31","White",1.597,81.300003,0,"1096"
"R1K3","VM&P Naptha",0.74199998,463.60001,0,"1096"
"R7K119","Lacquer Thinner",0.79699999,1860.4,0,"1096"
"S64N37","Burnt Umber",1.1569999,85.300003,0,"1097"
"S64N42","Raw Umber",1.1210001,416,0,"1097"
"S66T30","Natural",0.88436192,1280.1,0,"1097"
"S64N37","Burnt Umber",1.1569999,11.2,0,"1098"
"S64N42","Raw Umber",1.1210001,56.700001,0,"1098"
"S64W31","White",1.597,135,0,"1098"
"R1K3","VM&P Naptha",0.74199998,384.89999,0,"1098"
"R7K119","Lacquer Thinner",0.79699999,1884.5,0,"1098"
"P63B1","Black",0.86870003,30.6,0,"1099"
"P63E2","Orange",0.91399997,1235,0,"1099"
"P63R7","Quin Red",0.9023,955.90002,0,"1099"
"P63Y10","Brite Yellow",0.87599999,11.5,0,"1099"
"R6K10","MEK",0.80615002,458.79999,0,"1099"
"S64N42","Raw Umber",1.1210001,236.60001,0,"1100"
"S64W31","White",1.597,954.40002,0,"1100"
"S64Y46","Raw Sienna",1.13,236.60001,0,"1100"
"R1K3","VM&P Naptha",0.74199998,552.20001,0,"1100"
"S64T8","Clear wiping stain",0.81005585,1025.4,0,"1100"
"S64Y32","Yellow Oxide",1.171,32.400002,0,"1101"
"S64W31","White",1.597,175.10001,0,"1101"
"S64N37","Burnt Umber",1.1569999,66.5,0,"1101"
"S64B30","Black",0.91909999,10.5,0,"1101"
"S66T30","NATURAL",0.88436192,2495.3999,0,"1101"
"S64N37","Burnt Umber",1.1569999,200.60001,0,"1102"
"S64Y32","Yellow Oxide",1.171,22.700001,0,"1102"
"R1K3","VM&P Naptha",0.74199998,992.20001,0,"1102"
"R1K4","Mineral Spirit",0.75999999,762.20001,0,"1102"
"S64T8","Clear wiping stain",0.81005585,401.10001,0,"1102"
"P63B1","Black",0.86870003,116.3,0,"1103"
"P63N5","Burnt Umber",0.91399997,963.09998,0,"1103"
"P63R7","Quin Red",0.9023,23.299999,0,"1103"
"P63W9","White",1.114,977,0,"1103"
"P63Y11","Ferrite Yellow",1.0190001,279.20001,0,"1103"
"R6K10","MEK",0.80615002,535,0,"1103"
"P63B1","Black",0.86870003,200,0,"1112"
"P63B1","Black",0.86870003,1.9,0,"1105"
"P63N5","Burnt Umber",0.91399997,15.8,0,"1105"
"P63W9","White",1.114,2226.3999,0,"1105"
"P63Y10","Brite Yellow",0.87599999,15.8,0,"1105"
"R6K10","MEK",0.80615002,799.59998,0,"1105"
"P63N5","Burnt Umber",0.91399997,666.70001,0,"1112"
"P63R6","Scarlet",0.88599998,33.299999,0,"1112"
"P63Y11","Ferrite Yellow",1.0190001,173.3,0,"1112"
"R6K10","MEK",0.80615002,1500,0,"1112"
"S64N37","Burnt Umber",1.1569999,344.70001,0,"1113"
"S64N45","VanDyke Brown",0.94999999,201.10001,0,"1113"
"S64T8","Clear wiping stain",0.81005585,2039.5,0,"1113"
"S66T10","Natural",1.0053999,110.3,0,"1114"
"S66N11","Van Dyke Brown",0.90469998,250.60001,0,"1114"
"S64N37","Burnt Umber",1.1569999,83.5,0,"1114"
"S66T30","NATURAL",0.88436192,255.60001,0,"1114"
"S64B30","Black",0.91909999,31.799999,0,"1115"
"S64N36","Burnt Sienna",1.1569999,861.70001,0,"1115"
"S66T30","NATURAL",0.88436192,1988.6,0,"1115"
"P63B1","Black",0.86870003,178.2,0,"1116"
"P63N5","Burnt Umber",0.91399997,802.20001,0,"1116"
"P63R6","Scarlet",0.88599998,31.700001,0,"1116"
"P63W9","White",1.114,27.799999,0,"1116"
"P63Y11","Ferrite Yellow",1.0190001,125.3,0,"1116"
"R6K10","MEK",0.80615002,1420,0,"1116"
"S66T10","Natural",1.0053999,339.5,0,"1119"
"S64B30","Black",0.91909999,106.2,0,"1119"
"S66T30","NATURAL",0.88436192,1035,0,"1119"
"S64N37","Burnt Umber",1.1569999,636.40002,0,"1119"
"S64N45","VanDyke Brown",0.94999999,572.79999,0,"1119"
"S64R33","Red Oxide",1.181,296.89999,0,"1119"
"P63G3","Green",0.87,1.1,0,"1120"
"P63N5","Burnt Umber",0.91399997,106.2,0,"1120"
"P63W9","White",1.114,2249,0,"1120"
"P63Y11","Ferrite Yellow",1.0190001,36.900002,0,"1120"
"R6K10","MEK",0.80615002,689.70001,0,"1120"
"S64B30","Black",0.91909999,89.300003,0,"1122"
"S64N37","Burnt Umber",1.1569999,824.79999,0,"1122"
"S64R40","Brite Red",0.88999999,68.699997,0,"1122"
"S64N45","VanDyke Brown",0.94999999,174.10001,0,"1122"
"S64Y32","Yellow Oxide",1.171,294.39999,0,"1122"
"S66T30","NATURAL",0.88436192,1512.1,0,"1122"
"P63B1","Black",0.86870003,3,0,"1127"
"P63N5","Burnt Umber",0.91399997,62.099998,0,"1127"
"P63W9","White",1.114,2152.3999,0,"1127"
"P63Y11","Ferrite Yellow",1.0190001,46.400002,0,"1127"
"R6K10","MEK",0.80615002,789.20001,0,"1127"
"P63B1","Black",0.86870003,330.5,0,"1128"
"P63G3","Green",0.87,3.5999999,0,"1128"
"P63L4","Blue",0.86500001,57.700001,0,"1128"
"P63W9","White",1.114,1436.6,0,"1128"
"P63Y11","Ferrite Yellow",1.0190001,413.10001,0,"1128"
"R6K10","MEK",0.80615002,710.79999,0,"1128"
"P63B1","Black",0.86870003,1.4,0,"1129"
"P63N5","Burnt Umber",0.91399997,63.599998,0,"1129"
"P63W9","White",1.114,2313.6001,0,"1129"
"P63Y11","Ferrite Yellow",1.0190001,37.599998,0,"1129"
"R6K10","MEK",0.80615002,679.59998,0,"1129"
"S64B30","Black",0.91909999,102.4,0,"1130"
"S64N37","Burnt Umber",1.1569999,118.8,0,"1130"
"S64R33","Red Oxide",1.181,29.6,0,"1130"
"S64R35","Deep Red",0.85100001,41.5,0,"1130"
"R7K119","Lacquer Thinner",0.79699999,1278.8,0,"1130"
"S64N37","Burnt Umber",1.1569999,27.6,0,"1132"
"S64R33","Red Oxide",1.181,2.2,0,"1132"
"S64Y32","Yellow Oxide",1.171,116.6,0,"1132"
"R1K3","VM&P Naptha",0.74199998,224.89999,0,"1132"
"R1K4","Mineral Spirit",0.75999999,217.60001,0,"1132"
"S64T8","Clear wiping stain",0.81005585,211.10001,0,"1132"
"S61E501","Orange",1.0369999,42.400002,0,"1134"
"S61R503","Red",1.0369999,5.4000001,0,"1134"
"S61Y504","Yellow",1.043,36.099998,0,"1134"
"S61N502","Brown",1.0369999,54.099998,0,"1134"
"R6K21","Ethanol",0.78899997,2284.2,0,"1134"
"S64W31","White",1.597,385,0,"1135"
"S64Y32","Yellow Oxide",1.171,242,0,"1135"
"S64T8","Clear wiping stain",0.81005585,2090.2,0,"1135"
"S64N42","Raw Umber",1.1210001,147.89999,0,"1137"
"S64N37","Burnt Umber",1.1569999,35.799999,0,"1137"
"S64N45","VanDyke Brown",0.94999999,23.799999,0,"1137"
"S64W31","White",1.597,11.2,0,"1137"
"S66T30","Natural",0.88436192,181.3,0,"1137"
"P63B1","Black",0.86870003,14.8,0,"1138"
"P63W9","White",1.114,468.5,0,"1138"
"P63Y11","Ferrite Yellow",1.0190001,25.9,0,"1138"
"R6K10","MEK",0.80615002,190.7,0,"1138"
"S64B30","Black",0.91909999,64.699997,0,"1139"
"S64N36","Burnt Sienna",1.1569999,101.7,0,"1139"
"S64N37","Burnt Umber",1.1569999,646.90002,0,"1139"
"S64R35","Deep Red",0.85100001,37,0,"1139"
"S64R40","Brite Red",0.88999999,18.5,0,"1139"
"S64W31","White",1.597,129.39999,0,"1139"
"R1K3","VM&P Naptha",0.74199998,813.20001,0,"1139"
"R1K4","Mineral Spirit",0.75999999,813.20001,0,"1139"
"S64N42","Raw Umber",1.1210001,7.5,0,"1140"
"S64R33","Red Oxide",1.181,5.4000001,0,"1140"
"S64W31","White",1.597,146.3,0,"1140"
"S64Y32","Yellow Oxide",1.171,10.8,0,"1140"
"R7K119","Lacquer Thinner",0.79699999,2324,0,"1140"
"S64N37","Burnt Umber",1.1569999,611.09998,0,"1142"
"S64N36","Burnt Sienna",1.1569999,176.5,0,"1142"
"S64W31","White",1.597,176.5,0,"1142"
"S64N45","VanDyke Brown",0.94999999,217.3,0,"1142"
"S66T30","NATURAL",0.88436192,1778.8,0,"1142"
"P63B1","Black",0.86870003,71.599998,0,"1143"
"P63G3","Green",0.87,89.5,0,"1143"
"P63L4","Blue",0.86500001,13.4,0,"1143"
"P63N5","Burnt Umber",0.91399997,125.3,0,"1143"
"P63Y11","Ferrite Yellow",1.0190001,1610.4,0,"1143"
"R6K10","MEK",0.80615002,894.70001,0,"1143"
"S64N37","Burnt Umber",1.1569999,581.29999,0,"1144"
"S64N45","VanDyke Brown",0.94999999,607.70001,0,"1144"
"S66T30","NATURAL",0.88436192,1433.6,0,"1144"
"S64R33","Red Oxide",1.181,117.6,0,"1144"
"S64B30","Black",0.91909999,152,0,"1144"
"S64N37","Burnt Umber",1.1569999,320.20001,0,"1145"
"S64R33","Red Oxide",1.181,9.3999996,0,"1145"
"S64N45","VanDyke Brown",0.94999999,20.9,0,"1145"
"R7K119","Lacquer Thinner",0.79699999,2119,0,"1145"
"S64T8","Clear wiping stain",0.81005585,50.700001,0,"1145"
"S61B500","Black",1.041,3.4000001,0,"1146"
"S61R506","Bordeaux",0.98500001,1.1,0,"1146"
"S61N502","Brown",1.0369999,16.799999,0,"1146"
"R6K34","PM Reducer",0.91670001,802,0,"1146"
"R6K21","Ethanol",0.78899997,1682.6,0,"1146"
"P63E2","Orange",0.91399997,41.099998,0,"1147"
"P63N5","Burnt Umber",0.91399997,217.8,0,"1147"
"P63W9","White",1.114,1808.1,0,"1147"
"P63Y11","Ferrite Yellow",1.0190001,246.60001,0,"1147"
"R6K10","MEK",0.80615002,739.70001,0,"1147"
"S64N37","Burnt Umber",1.1569999,284.29999,0,"1149"
"S64N42","Raw Umber",1.1210001,580.09998,0,"1149"
"S64T28","Clear",0.90600002,348.10001,0,"1149"
"S64W31","White",1.597,116,0,"1149"
"S64Y32","Yellow Oxide",1.171,10.9,0,"1149"
"S64N45","VanDyke Brown",0.94999999,29.1,0,"1149"
"R1K4","Mineral Spirit",0.75999999,255.2,0,"1149"
"S64T8","Clear wiping stain",0.81005585,1160.2,0,"1149"
"S64W31","White",1.597,451,0,"1150"
"R1K3","VM&P Naptha",0.74199998,315.70001,0,"1150"
"R7K119","Lacquer Thinner",0.79699999,1849.1,0,"1150"
"S66N11","Van Dyke Brown",0.90469998,1926.8,0,"1151"
"S64B30","Black",0.91909999,88.5,0,"1151"
"S64R35","Deep Red",0.85100001,98.300003,0,"1151"
"S64N37","Burnt Umber",1.1569999,176.89999,0,"1151"
"S64Y32","Yellow Oxide",1.171,39.299999,0,"1151"
"S66T30","NATURAL",0.88436192,442.39999,0,"1151"
"P63B1","Black",0.86870003,213.60001,0,"1152"
"P63R6","Scarlet",0.88599998,22.9,0,"1152"
"P63W9","White",1.114,1819.6,0,"1152"
"P63Y11","Ferrite Yellow",1.0190001,305.20001,0,"1152"
"R6K10","MEK",0.80615002,663.70001,0,"1152"
"S64B30","Black",0.91909999,15.1,0,"1153"
"S64N37","Burnt Umber",1.1569999,523.79999,0,"1153"
"S64Y41","Brite Yellow",0.90799999,327.60001,0,"1153"
"R1K3","VM&P Naptha",0.74199998,993.90002,0,"1153"
"R1K4","Mineral Spirit",0.75999999,652.5,0,"1153"
"P63E2","Orange",0.91399997,0.89999998,0,"1154"
"P63L4","Blue",0.86500001,0.60000002,0,"1154"
"P63N5","Burnt Umber",0.91399997,10.5,0,"1154"
"P63R7","Quin Red",0.9023,0.2,0,"1154"
"P63W9","White",1.114,2523.3999,0,"1154"
"P63Y11","Ferrite Yellow",1.0190001,19.4,0,"1154"
"R6K10","MEK",0.80615002,588.79999,0,"1154"
"P63B1","Black",0.86870003,18.1,0,"1156"
"P63G3","Green",0.87,22.6,0,"1156"
"P63L4","Blue",0.86500001,31.700001,0,"1156"
"P63N5","Burnt Umber",0.91399997,203.7,0,"1156"
"P63R6","Scarlet",0.88599998,13.6,0,"1156"
"P63W9","White",1.114,1245,0,"1156"
"P63Y11","Ferrite Yellow",1.0190001,588.59998,0,"1156"
"R6K10","MEK",0.80615002,814.90002,0,"1156"
"P63B1","Black",0.86870003,1.7,0,"1157"
"P63E2","Orange",0.91399997,346.10001,0,"1157"
"P63R7","Quin Red",0.9023,431.79999,0,"1157"
"P63W9","White",1.114,273,0,"1157"
"P63Y10","Brite Yellow",0.87599999,493.10001,0,"1157"
"R6K10","MEK",0.80615002,1097.1,0,"1157"
"S64B30","Black",0.91909999,14.8,0,"1158"
"S64W31","White",1.597,988.09998,0,"1158"
"S64N45","VanDyke Brown",0.94999999,187.7,0,"1158"
"S66T10","Natural",1.0053999,508.89999,0,"1207"
"S66N11","Van Dyke Brown",0.90469998,588.79999,0,"1207"
"S64N37","Burnt Umber",1.1569999,789.40002,0,"1207"
"S64Y32","Yellow Oxide",1.171,42.900002,0,"1207"
"S66T30","NATURAL",0.88436192,1018.9,0,"1207"
"S64R35","Deep Red",0.85100001,47.700001,0,"1208"
"S66T30","NATURAL",0.88436192,563.40002,0,"1208"
"P63B1","Black",0.86870003,36.099998,0,"1209"
"P63E2","Orange",0.91399997,282.39999,0,"1209"
"P63N5","Burnt Umber",0.91399997,63.099998,0,"1209"
"P63R6","Scarlet",0.88599998,255.39999,0,"1209"
"P63R7","Quin Red",0.9023,18,0,"1209"
"P63Y11","Ferrite Yellow",1.0190001,255.39999,0,"1209"
"R6K10","MEK",0.80615002,1652.3,0,"1209"
"P63N5","Burnt Umber",0.91399997,8.1999998,0,"1212"
"P63W9","White",1.114,2370.1001,0,"1212"
"P63Y11","Ferrite Yellow",1.0190001,24.6,0,"1212"
"R6K10","MEK",0.80615002,691.59998,0,"1212"
"S66T30","NATURAL",0.88436192,1693.8,0,"1213"
"S64N37","Burnt Umber",1.1569999,1287.3,0,"1213"
"P63B1","Black",0.86870003,20.700001,0,"1215"
"P63N5","Burnt Umber",0.91399997,140.8,0,"1215"
"P63W9","White",1.114,2239.6001,0,"1215"
"P63Y11","Ferrite Yellow",1.0190001,29,0,"1215"
"R6K10","MEK",0.80615002,654.09998,0,"1215"
"P63B1","Black",0.86870003,1.7,0,"1219"
"P63G3","Green",0.87,1.7,0,"1219"
"P63W9","White",1.114,1728,0,"1219"
"P63Y10","Brite Yellow",0.87599999,91.599998,0,"1219"
"S61B500","Black",1.041,62.599998,0,"1227"
"S61R503","Red",1.0369999,8.3000002,0,"1227"
"S61Y504","Yellow",1.043,35.400002,0,"1227"
"S61R506","Bordeaux",0.98500001,29.5,0,"1227"
"S61N502","Brown",1.0369999,35.400002,0,"1227"
"S64B30","Black",0.91909999,13.5,0,"1329"
"S64N36","Burnt Sienna",1.1569999,12.2,0,"1329"
"S64N37","Burnt Umber",1.1569999,74.400002,0,"1329"
"S64R35","Deep Red",0.85100001,1.4,0,"1329"
"S64R40","Brite Red",0.88999999,2.7,0,"1329"
"S64N45","VanDyke Brown",0.94999999,1852.6,0,"1329"
"R1K3","VM&P Naptha",0.74199998,162.3,0,"1329"
"R1K4","Mineral Spirit",0.75999999,581.5,0,"1329"
"P63B1","Black",0.86870003,21.799999,0,"1336"
"P63E2","Orange",0.91399997,611.40002,0,"1336"
"P63R6","Scarlet",0.88599998,119.7,0,"1336"
"P63R7","Quin Red",0.9023,498.70001,0,"1336"
"P63W9","White",1.114,128,0,"1336"
"R6K10","MEK",0.80615002,1234.4,0,"1336"
"P63Y11","Ferrite Yellow",1.0190001,476.89999,0,"1219"
"R6K10","MEK",0.80615002,725.79999,0,"1219"
"S64N42","Raw Umber",1.1210001,2789.5,0,"1220"
"S66T30","NATURAL",7.3800001,3985.1001,0,"1220"
"S64N42","Raw Umber",1.1210001,644.90002,0,"1221"
"S66T30","NATURAL",7.3800001,2443.8,0,"1221"
"S64B30","Black",0.91909999,1357.7,0,"1221"
"S64N45","VanDyke Brown",0.94999999,610.90002,0,"1221"
"S64B30","Black",0.91909999,74.900002,0,"1223"
"S64N37","Burnt Umber",1.1569999,212.60001,0,"1223"
"S64N42","Raw Umber",1.1210001,271.5,0,"1223"
"S64Y32","Yellow Oxide",1.171,79.800003,0,"1223"
"S64Y46","Raw Sienna",1.13,159.60001,0,"1223"
"S64W31","White",1.597,665.09998,0,"1223"
"R1K4","Mineral Spirit",0.75999999,486.5,0,"1223"
"S66T30","NATURAL",0.88436192,1064,0,"1223"
"S64R35","Deep Red",0.85100001,9.6999998,0,"1223"
"S64N36","Burnt Sienna",1.1569999,46.200001,0,"1223"
"S66T10","Natural",1.0053999,1275.3,0,"1224"
"S64B30","Black",0.91909999,871.5,0,"1224"
"S66T30","NATURAL",0.88436192,425.10001,0,"1224"
"S64N36","Burnt Sienna",1.1569999,382.60001,0,"1224"
"S64B30","Black",0.91909999,58.299999,0,"1226"
"S64N36","Burnt Sienna",1.1569999,415.39999,0,"1226"
"S64R35","Deep Red",0.85100001,30.4,0,"1226"
"S64R40","Brite Red",0.88999999,81.199997,0,"1226"
"R1K4","Mineral Spirit",0.75999999,1883.7,0,"1226"
"R6K21","Ethanol",0.78899997,2258,0,"1227"
"S64B30","Black",0.91909999,103.8,0,"1228"
"S64L39","Blue",0.89700001,142.7,0,"1228"
"S64N36","Burnt Sienna",1.1569999,1102.5,0,"1228"
"S64R35","Deep Red",0.85100001,466.89999,0,"1228"
"R1K4","Mineral Spirit",0.75999999,953.29999,0,"1228"
"P63N5","Burnt Umber",0.91399997,2.4000001,0,"1230"
"P63W9","White",1.114,2305.6001,0,"1230"
"P63Y11","Ferrite Yellow",1.0190001,2.4000001,0,"1230"
"R6K10","MEK",0.80615002,768.5,0,"1230"
"P63N5","Burnt Umber",0.91399997,8.6999998,0,"1231"
"P63W9","White",1.114,2233.3999,0,"1231"
"P63Y11","Ferrite Yellow",1.0190001,11.5,0,"1231"
"R6K10","MEK",0.80615002,808,0,"1231"
"P63B1","Black",0.86870003,2.5999999,0,"1232"
"P63N5","Burnt Umber",0.91399997,5.0999999,0,"1232"
"P63W9","White",1.114,2222.8999,0,"1232"
"P63Y11","Ferrite Yellow",1.0190001,7.6999998,0,"1232"
"R6K10","MEK",0.80615002,819.5,0,"1232"
"S64L39","Blue",0.89700001,299.70001,0,"1234"
"S64W31","White",1.597,224.8,0,"1234"
"S64T8","Clear wiping stain",0.81005585,1778.5,0,"1158"
"S64B30","Black",0.91909999,276.39999,0,"1159"
"S64N37","Burnt Umber",1.1569999,626.59998,0,"1159"
"S64R35","Deep Red",0.85100001,230.39999,0,"1159"
"S64T8","Clear wiping stain",0.81005585,1345.3,0,"1159"
"S64T28","Clear",0.90600002,230.39999,0,"1159"
"S61B500","Black",1.041,12.9,0,"1160"
"S61R503","Red",1.0369999,14.5,0,"1160"
"S61Y504","Yellow",1.043,23.4,0,"1160"
"S61R506","Bordeaux",0.98500001,16.9,0,"1160"
"S61N502","Brown",1.0369999,25.799999,0,"1160"
"R6K34","PM Reducer",0.91670001,652.40002,0,"1160"
"R6K21","Ethanol",0.78899997,1755.9,0,"1160"
"P63E2","Orange",0.91399997,7.0999999,0,"1161"
"P63N5","Burnt Umber",0.91399997,94,0,"1161"
"P63W9","White",1.114,1995.6,0,"1161"
"P63Y11","Ferrite Yellow",1.0190001,138.39999,0,"1161"
"R6K10","MEK",0.80615002,798.20001,0,"1161"
"S64B30","Black",0.91909999,122.9,0,"1162"
"S64N37","Burnt Umber",1.1569999,177.5,0,"1162"
"S64W31","White",1.597,505.29999,0,"1162"
"S64Y32","Yellow Oxide",1.171,54.599998,0,"1162"
"S64N45","VanDyke Brown",0.94999999,273.10001,0,"1162"
"S64T8","Clear wiping stain",0.81005585,1693.4,0,"1162"
"P63B1","Black",0.86870003,38.599998,0,"1163"
"P63N5","Burnt Umber",0.91399997,1917.3,0,"1163"
"P63R6","Scarlet",0.88599998,88.599998,0,"1163"
"R6K10","MEK",0.80615002,633.59998,0,"1163"
"S64R33","Red Oxide",1.181,3.5,0,"1165"
"S64W31","White",1.597,15.3,0,"1165"
"S64Y32","Yellow Oxide",1.171,39.900002,0,"1165"
"S64Y41","Brite Yellow",0.90799999,16.4,0,"1165"
"R7K119","Lacquer Thinner",0.79699999,2361.7,0,"1165"
"S64B30","Black",0.91909999,49.900002,0,"1166"
"S64R35","Deep Red",0.85100001,16.6,0,"1166"
"R1K3","VM&P Naptha",0.74199998,1412.8,0,"1166"
"R1K4","Mineral Spirit",0.75999999,797.79999,0,"1166"
"S64B30","Black",0.91909999,409.10001,0,"1168"
"S64N36","Burnt Sienna",1.1569999,714.40002,0,"1168"
"S64N37","Burnt Umber",1.1569999,179.39999,0,"1168"
"BASE","WIPE STAIN",0.82444578,2764.7,0,"2678"
"TW","TITANIUM WHITE",1.8813661,442.39999,0,"2678"
"LB","LAMP BLACK",5.6680646,86.400002,0,"2678"
"YO","YELLOW OXIDE",1.605752,82.900002,0,"2678"
"BU","BURNT UMBER",1.483523,141.10001,0,"2678"
"RU","RAW UMBER",1.3876573,47.799999,0,"2678"
"YO","YELLOW OXIDE",1.605752,53.700001,0,"2679"
"TW","TITANIUMN WHITE",1.8813661,444,0,"2679"
"S64R33","Red Oxide",1.181,261.20001,0,"1168"
"S64R35","Deep Red",0.85100001,446.89999,0,"1168"
"S64R40","Brite Red",0.88999999,53.5,0,"1168"
"S64T28","Clear",0.90600002,119.6,0,"1168"
"S64Y32","Yellow Oxide",1.171,15.7,0,"1168"
"S64N45","VanDyke Brown",0.94999999,97.599998,0,"1168"
"R1K3","VM&P Naptha",0.74199998,314.70001,0,"1168"
"R1K4","Mineral Spirit",0.75999999,251.8,0,"1168"
"P63N5","Burnt Umber",0.91399997,7.9000001,0,"1169"
"P63W9","White",1.114,1968.8,0,"1169"
"P63Y11","Ferrite Yellow",1.0190001,31.5,0,"1169"
"R6K10","MEK",0.80615002,984.40002,0,"1169"
"P63B1","Black",0.86870003,1,0,"1170"
"P63N5","Burnt Umber",0.91399997,2,0,"1170"
"P63W9","White",1.114,1970.1,0,"1170"
"P63Y11","Ferrite Yellow",1.0190001,19.9,0,"1170"
"R6K10","MEK",0.80615002,997,0,"1170"
"P63B1","Black",0.86870003,16.200001,0,"1172"
"P63E2","Orange",0.91399997,7.4000001,0,"1172"
"P63N5","Burnt Umber",0.91399997,453.10001,0,"1172"
"P63W9","White",1.114,1544.7,0,"1172"
"P63Y11","Ferrite Yellow",1.0190001,210.39999,0,"1172"
"R6K10","MEK",0.80615002,735.59998,0,"1172"
"S64N42","Raw Umber",1.1210001,1936.5,0,"1173"
"S64Y41","Brite Yellow",0.90799999,276.60001,0,"1173"
"S66T30","NATURAL",0.88436192,880.20001,0,"1173"
"S61B500","Black",1.041,11.8,0,"1175"
"S61R503","Red",1.0369999,18.799999,0,"1175"
"S61Y504","Yellow",1.043,9.3999996,0,"1175"
"S61R506","Bordeaux",0.98500001,10.6,0,"1175"
"S61N502","Brown",1.0369999,58.900002,0,"1175"
"R6K34","PM Reducer",0.91670001,534.59998,0,"1175"
"R6K21","Ethanol",0.78899997,1845.2,0,"1175"
"R1K4","Mineral Spirit",0.75999999,1726,0,"1178"
"S64B30","Black",0.91909999,24.799999,0,"1179"
"S64N37","Burnt Umber",1.1569999,395.79999,0,"1179"
"S64Y32","Yellow Oxide",1.171,445.29999,0,"1179"
"R1K4","Mineral Spirit",0.75999999,1731.8,0,"1179"
"S64R40","Brite Red",0.88999999,29.200001,0,"1180"
"R1K4","Mineral Spirit",0.75999999,1619.3,0,"1180"
"P63B1","Black",0.86870003,21.299999,0,"1204"
"P63N5","Burnt Umber",0.91399997,1.1,0,"1204"
"P63W9","White",1.114,2238.6001,0,"1204"
"P63Y11","Ferrite Yellow",1.0190001,1.1,0,"1204"
"S64N42","Raw Umber",1.1210001,3.4000001,0,"1310"
"S64W31","White",1.597,354.79999,0,"1310"
"S64Y32","Yellow Oxide",1.171,18.6,0,"1310"
"R1K3","VM&P Naptha",0.74199998,337.89999,0,"1310"
"S64B30","Black",0.91909999,102.5,0,"1181"
"S64N37","Burnt Umber",1.1569999,184.60001,0,"1181"
"S64R33","Red Oxide",1.181,35.900002,0,"1181"
"S64Y32","Yellow Oxide",1.171,522.90002,0,"1181"
"R1K4","Mineral Spirit",0.75999999,1732.8,0,"1181"
"S64B30","Black",0.91909999,59,0,"1183"
"S64R33","Red Oxide",1.181,198.5,0,"1183"
"S64Y32","Yellow Oxide",1.171,472.10001,0,"1183"
"R1K4","Mineral Spirit",0.75999999,1818.4,0,"1183"
"S64B30","Black",0.91909999,41.200001,0,"1184"
"S64R33","Red Oxide",1.181,82.5,0,"1184"
"S64Y32","Yellow Oxide",1.171,742.5,0,"1184"
"R1K4","Mineral Spirit",0.75999999,1732.2,0,"1184"
"S66N11","Van Dyke Brown",0.90469998,882.70001,0,"1189"
"S64N37","Burnt Umber",1.1569999,1184.1,0,"1189"
"S64Y32","Yellow Oxide",1.171,64.599998,0,"1189"
"S66T30","NATURAL",0.88436192,861.09998,0,"1189"
