Rex,Label,Density,Grams,Cost,Formula Number
"S64B30","Black",0.91909999,17.9,0,"1190"
"S64N37","Burnt Umber",1.1569999,1339.4,0,"1190"
"S64R40","Brite Red",0.88999999,13.4,0,"1190"
"S64T28","Clear",0.90600002,223.2,0,"1190"
"S64Y32","Yellow Oxide",1.171,147.3,0,"1190"
"R1K3","VM&P Naptha",0.74199998,580.40002,0,"1190"
"R1K4","Mineral Spirit",0.75999999,517.90002,0,"1190"
"S66N11","Van Dyke Brown",0.90469998,1534.9,0,"1191"
"S66T30","NATURAL",0.88436192,328.89999,0,"1191"
"S64B30","Black",0.91909999,186.39999,0,"1191"
"S64R40","Brite Red",0.88999999,263.10001,0,"1191"
"S64N45","VanDyke Brown",0.94999999,438.5,0,"1191"
"P63B1","Black",0.86870003,51.799999,0,"1194"
"P63G3","Green",0.87,37,0,"1194"
"P63N5","Burnt Umber",0.91399997,229.39999,0,"1194"
"S64Y41","Brite Yellow",0.90799999,164.8,0,"1234"
"S66T30","NATURAL",0.88436192,2097.8,0,"1234"
"S64N37","Burnt Umber",1.1569999,6.4000001,0,"1235"
"S64N42","Raw Umber",1.1210001,12,0,"1235"
"S64W31","White",1.597,148,0,"1235"
"S64B30","Black",0.91909999,56.900002,0,"1271"
"S64N36","Burnt Sienna",1.1569999,654.90002,0,"1271"
"S64R35","Deep Red",0.85100001,94,0,"1271"
"S64R40","Brite Red",0.88999999,85.400002,0,"1271"
"S64N45","VanDyke Brown",0.94999999,99.699997,0,"1271"
"P63W9","White",1.114,1332.1,0,"1194"
"P63Y10","Brite Yellow",0.87599999,29.6,0,"1194"
"P63Y11","Ferrite Yellow",1.0190001,340.39999,0,"1194"
"R6K10","MEK",0.80615002,895.5,0,"1194"
"S66N11","Van Dyke Brown",0.90469998,1403.5,0,"1195"
"S64N37","Burnt Umber",1.1569999,350.89999,0,"1195"
"S66T30","NATURAL",0.88436192,701.79999,0,"1195"
"S64B30","Black",0.91909999,350.89999,0,"1195"
"S64N37","Burnt Umber",1.1569999,3,0,"1197"
"S64N42","Raw Umber",1.1210001,22.5,0,"1197"
"S64W31","White",1.597,427.60001,0,"1197"
"S64Y32","Yellow Oxide",1.171,6.0999999,0,"1197"
"R7K119","Lacquer Thinner",0.79699999,2177.7,0,"1197"
"P63B1","Black",0.86870003,16.5,0,"1199"
"P63N5","Burnt Umber",0.91399997,234,0,"1199"
"P63W9","White",1.114,1618.5,0,"1199"
"P63Y11","Ferrite Yellow",1.0190001,158.2,0,"1199"
"R6K10","MEK",0.80615002,923,0,"1199"
"S64N42","Raw Umber",1.1210001,15.1,0,"1200"
"S64T28","Clear",0.90600002,252.2,0,"1200"
"S64W31","White",1.597,1311.4,0,"1200"
"S64Y32","Yellow Oxide",1.171,221.89999,0,"1200"
"R1K4","Mineral Spirit",0.75999999,1311.4,0,"1200"
"S64B30","Black",0.91909999,1002.6,0,"1201"
"S64R35","Deep Red",0.85100001,846.70001,0,"1201"
"S64T28","Clear",0.90600002,66.800003,0,"1201"
"S64W31","White",1.597,66.800003,0,"1201"
"R1K3","VM&P Naptha",0.74199998,178.2,0,"1201"
"R1K4","Mineral Spirit",0.75999999,445.60001,0,"1201"
"S64B30","Black",0.91909999,1084,0,"1202"
"S64W31","White",1.597,98.5,0,"1202"
"S64R35","Deep Red",0.85100001,98.5,0,"1202"
"S66T30","NATURAL",0.88436192,1478.2,0,"1202"
"S66N11","Van Dyke Brown",0.90469998,1207.7,0,"1203"
"S66T30","NATURAL",0.88436192,1226.6,0,"1203"
"S64N36","Burnt Sienna",1.1569999,315.39999,0,"1203"
"S64R35","Deep Red",0.85100001,27,0,"1203"
"R6K10","MEK",0.80615002,799.5,0,"1204"
"P63B1","Black",0.86870003,5.3000002,0,"1205"
"P63G3","Green",0.87,8.8999996,0,"1205"
"P63W9","White",1.114,639.20001,0,"1205"
"P63Y11","Ferrite Yellow",1.0190001,60.400002,0,"1205"
"R6K10","MEK",0.80615002,1917.5,0,"1205"
"S64B30","Black",0.91909999,201.7,0,"1206"
"S64N37","Burnt Umber",1.1569999,771.40002,0,"1206"
"S64R33","Red Oxide",1.181,156,0,"1206"
"S64N45","VanDyke Brown",0.94999999,806.40002,0,"1206"
"R1K4","Mineral Spirit",0.75999999,583.40002,0,"1206"
"S66T30","Natural",0.88436192,347.79999,0,"1206"
"R7K119","Lacquer Thinner",0.79699999,2326.5,0,"1235"
"S66N11","Van Dyke Brown",0.90469998,950,0,"1236"
"S64B30","Black",0.91909999,132.89999,0,"1236"
"S64N37","Burnt Umber",1.1569999,447.60001,0,"1236"
"S64N42","Raw Umber",1.1210001,1247.1,0,"1236"
"S64Y32","Yellow Oxide",1.171,127.1,0,"1236"
"S66T30","NATURAL",0.88436192,199.39999,0,"1236"
"P63B1","Black",0.86870003,8,0,"1237"
"P63L4","Blue",0.86500001,48.200001,0,"1237"
"P63W9","White",1.114,2097.8,0,"1237"
"P63Y11","Ferrite Yellow",1.0190001,84.400002,0,"1237"
"R6K10","MEK",0.80615002,803.70001,0,"1237"
"P63B1","Black",0.86870003,7.1999998,0,"1238"
"P63E2","Orange",0.91399997,17.9,0,"1238"
"P63L4","Blue",0.86500001,42.900002,0,"1238"
"P63R6","Scarlet",0.88599998,7.1999998,0,"1238"
"P63R7","Quin Red",0.9023,53.599998,0,"1238"
"P63W9","White",1.114,1930.7,0,"1238"
"P63Y10","Brite Yellow",0.87599999,7.1999998,0,"1238"
"P63Y11","Ferrite Yellow",1.0190001,78.699997,0,"1238"
"R6K10","MEK",0.80615002,858.09998,0,"1238"
"P63N5","Burnt Umber",0.91399997,394.89999,0,"1239"
"P63R6","Scarlet",0.88599998,306.39999,0,"1239"
"P63R7","Quin Red",0.9023,845.29999,0,"1239"
"P63W9","White",1.114,442.89999,0,"1239"
"R6K10","MEK",0.80615002,738.20001,0,"1239"
"P63E2","Orange",0.91399997,16.1,0,"1241"
"P63W9","White",1.114,928.5,0,"1241"
"P63Y10","Brite Yellow",0.87599999,807.40002,0,"1241"
"P63Y11","Ferrite Yellow",1.0190001,258.39999,0,"1241"
"R6K10","MEK",0.80615002,807.40002,0,"1241"
"P63B1","Black",0.86870003,15.5,0,"1242"
"P63G3","Green",0.87,38.700001,0,"1242"
"P63N5","Burnt Umber",0.91399997,92.800003,0,"1242"
"P63W9","White",1.114,773.5,0,"1242"
"P63Y11","Ferrite Yellow",1.0190001,920.40002,0,"1242"
"R6K10","MEK",0.80615002,1021,0,"1242"
"P63B1","Black",0.86870003,55.900002,0,"1243"
"P63L4","Blue",0.86500001,72.699997,0,"1243"
"P63R7","Quin Red",0.9023,1414.3,0,"1243"
"P63W9","White",1.114,279.5,0,"1243"
"P63Y11","Ferrite Yellow",1.0190001,106.2,0,"1243"
"R6K10","MEK",0.80615002,771.40002,0,"1243"
"S66T10","Natural",1.0053999,1714.2,0,"1244"
"S64N37","Burnt Umber",1.1569999,477.10001,0,"1244"
"S64B30","Black",0.91909999,212.10001,0,"1244"
"S66T30","NATURAL",0.88436192,600.79999,0,"1244"
"P63L4","Blue",0.86500001,35.599998,0,"1245"
"P63W9","White",1.114,2238.2,0,"1245"
"P63Y10","Brite Yellow",0.87599999,17.799999,0,"1245"
"R6K10","MEK",0.80615002,771.79999,0,"1245"
"S64B30","Black",0.91909999,413.10001,0,"1249"
"S64L39","Blue",0.89700001,123.1,0,"1249"
"S64N37","Burnt Umber",1.1569999,550.40002,0,"1249"
"S64N42","Raw Umber",1.1210001,274.70001,0,"1249"
"S64R35","Deep Red",0.85100001,303.20001,0,"1249"
"S64T28","Clear",0.90600002,184.60001,0,"1249"
"R1K3","VM&P Naptha",0.74199998,216.39999,0,"1249"
"R1K4","Mineral Spirit",0.75999999,660.29999,0,"1249"
"S64N36","Burnt Sienna",1.1569999,349.5,0,"1252"
"S64N37","Burnt Umber",1.1569999,329.10001,0,"1252"
"S64N42","Raw Umber",1.1210001,121.9,0,"1252"
"S64R40","Brite Red",0.88999999,28.4,0,"1252"
"S64T28","Clear",0.90600002,568.90002,0,"1252"
"S64Y32","Yellow Oxide",1.171,438.79999,0,"1252"
"S64Y41","Brite Yellow",0.90799999,85.300003,0,"1252"
"S64T8","Clear wiping stain",0.81005585,975.20001,0,"1252"
"P63B1","Black",0.86870003,0.1,0,"1255"
"P63N5","Burnt Umber",0.91399997,0.40000001,0,"1255"
"P63W9","White",1.114,284.5,0,"1255"
"P63Y11","Ferrite Yellow",1.0190001,1.2,0,"1255"
"R6K10","MEK",0.80615002,100,0,"1255"
"S64B30","Black",0.91909999,45.599998,0,"1256"
"S64N36","Burnt Sienna",1.1569999,184.8,0,"1256"
"S64N37","Burnt Umber",1.1569999,972.70001,0,"1256"
"S64R40","Brite Red",0.88999999,18.4,0,"1256"
"S64W31","White",1.597,464.39999,0,"1256"
"S64Y32","Yellow Oxide",1.171,121.8,0,"1256"
"R1K3","VM&P Naptha",0.74199998,409.60001,0,"1256"
"R1K4","Mineral Spirit",0.75999999,767.90002,0,"1256"
"S61B500","Black",1.041,155.39999,0,"1257"
"R6K34","PM Reducer",0.91670001,571.90002,0,"1257"
"R6K21","Ethanol",0.78899997,1779.1,0,"1257"
"S64N42","Raw Umber",1.1210001,186.2,0,"1258"
"S64W31","White",1.597,360.70001,0,"1258"
"S64N45","VanDyke Brown",0.94999999,116.4,0,"1258"
"R1K3","VM&P Naptha",0.74199998,729.09998,0,"1258"
"R1K4","Mineral Spirit",0.75999999,1163.5,0,"1258"
"S64B30","Black",0.91909999,210.10001,0,"1259"
"S64N37","Burnt Umber",1.1569999,579.40002,0,"1259"
"S64R35","Deep Red",0.85100001,318.29999,0,"1259"
"S64R40","Brite Red",0.88999999,63.700001,0,"1259"
"S64T28","Clear",0.90600002,254.7,0,"1259"
"S64T8","Clear wiping stain",0.81005585,1273.4,0,"1259"
"S61B500","Black",1.041,2.5999999,0,"1260"
"S61R503","Red",1.0369999,16.4,0,"1260"
"S61Y504","Yellow",1.043,9.5,0,"1260"
"S61N502","Brown",1.0369999,45.700001,0,"1260"
"R6K21","Ethanol",0.78899997,2332.7,0,"1260"
"P63B1","Black",0.86870003,40.700001,0,"1261"
"P63N5","Burnt Umber",0.91399997,257.10001,0,"1261"
"P63R6","Scarlet",0.88599998,5.4000001,0,"1261"
"P63R7","Quin Red",0.9023,26.799999,0,"1261"
"P63W9","White",1.114,1392.5,0,"1261"
"P63Y11","Ferrite Yellow",1.0190001,249.60001,0,"1261"
"R6K10","MEK",0.80615002,942.59998,0,"1261"
"S61E501","Orange",1.0369999,20.299999,0,"1262"
"S61Y504","Yellow",1.043,6.0999999,0,"1262"
"S61N502","Brown",1.0369999,6.0999999,0,"1262"
"R6K34","PM Reducer",0.91670001,670.29999,0,"1262"
"R6K21","Ethanol",0.78899997,1787.5,0,"1262"
"P63N5","Burnt Umber",0.91399997,9.1999998,0,"1263"
"P63W9","White",1.114,2299.5,0,"1263"
"P63Y11","Ferrite Yellow",1.0190001,3.0999999,0,"1263"
"R6K10","MEK",0.80615002,766.5,0,"1263"
"S61E501","Orange",1.0369999,14.1,0,"1264"
"S61R503","Red",1.0369999,18,0,"1264"
"S61N502","Brown",1.0369999,7.6999998,0,"1264"
"R6K34","PM Reducer",0.91670001,770.70001,0,"1264"
"R6K21","Ethanol",0.78899997,1695.5,0,"1264"
"S61B500","Black",1.041,89.5,0,"1265"
"S61Y504","Yellow",1.043,36.099998,0,"1265"
"S61N502","Brown",1.0369999,72.300003,0,"1265"
"R6K34","PM Reducer",0.91670001,502.60001,0,"1265"
"R6K21","Ethanol",0.78899997,1806.3,0,"1265"
"S64N36","Burnt Sienna",1.1569999,37.200001,0,"1266"
"S64N37","Burnt Umber",1.1569999,106.3,0,"1266"
"S64N42","Raw Umber",1.1210001,154.2,0,"1266"
"S64W31","White",1.597,186.10001,0,"1266"
"S64Y32","Yellow Oxide",1.171,101,0,"1266"
"S64N45","VanDyke Brown",0.94999999,85.099998,0,"1266"
"R1K3","VM&P Naptha",0.74199998,797.5,0,"1266"
"R1K4","Mineral Spirit",0.75999999,1063.3,0,"1266"
"S64N45","VanDyke Brown",0.94999999,37.799999,0,"1267"
"R1K3","VM&P Naptha",0.74199998,54.099998,0,"1267"
"R7K119","Laquer Thinner",6.6500001,108.1,0,"1267"
"S64B30","Black",0.91909999,22.9,0,"1268"
"S64W31","White",1.597,73.400002,0,"1268"
"S64N45","VanDyke Brown",0.94999999,383.20001,0,"1268"
"R1K3","VM&P Naptha",0.74199998,527.70001,0,"1268"
"R7K119","Lacquer Thinner",0.79699999,1468.5,0,"1268"
"S61B500","Black",1.041,53.200001,0,"1269"
"S61R503","Red",1.0369999,4.5999999,0,"1269"
"S61Y504","Yellow",1.043,30.1,0,"1269"
"S61R506","Bordeaux",0.98500001,16.200001,0,"1269"
"S61N502","Brown",1.0369999,34.700001,0,"1269"
"R6K21","Ethanol",0.78899997,2313,0,"1269"
"S64B30","Black",0.91909999,653.59998,0,"1270"
"S64L39","Blue",0.89700001,151.7,0,"1270"
"S64N37","Burnt Umber",1.1569999,345.5,0,"1270"
"S64R35","Deep Red",0.85100001,992.09998,0,"1270"
"S64N45","VanDyke Brown",0.94999999,326.79999,0,"1270"
"R1K3","VM&P Naptha",0.74199998,46.700001,0,"1270"
"R1K4","Mineral Spirit",0.75999999,210.10001,0,"1270"
"R1K4","Mineral Spirit",0.75999999,1587.4,0,"1271"
"S64N42","Raw Umber",1.1210001,19.9,0,"1272"
"S64W31","White",1.597,293.29999,0,"1272"
"R1K3","VM&P Naptha",0.74199998,512.59998,0,"1272"
"R1K4","Mineral Spirit",0.75999999,1623.2,0,"1272"
"S64N37","Burnt Umber",1.1569999,78.900002,0,"1273"
"S64N42","Raw Umber",1.1210001,414.10001,0,"1273"
"S64Y32","Yellow Oxide",1.171,556.09998,0,"1273"
"S64N45","VanDyke Brown",0.94999999,177.5,0,"1273"
"R1K3","VM&P Naptha",0.74199998,276.10001,0,"1273"
"R1K4","Mineral Spirit",0.75999999,1183.1,0,"1273"
"S61L505","Blue",1.018,79.400002,0,"1274"
"R6K34","PM Reducer",0.91670001,859.90002,0,"1274"
"R6K21","Ethanol",0.78899997,1587.5,0,"1274"
"S64L39","Blue",0.89700001,58.5,0,"1275"
"S64W31","White",1.597,175.5,0,"1275"
"R7K119","Lacquer Thinner",0.79699999,2273.7,0,"1275"
"P63L4","Blue",0.86500001,20.299999,0,"1276"
"P63R6","Scarlet",0.88599998,18.5,0,"1276"
"P63W9","White",1.114,2417,0,"1276"
"P63Y11","Ferrite Yellow",1.0190001,12,0,"1276"
"R6K10","MEK",0.80615002,646.70001,0,"1276"
"P63B1","Black",0.86870003,1.8,0,"1277"
"P63L4","Blue",0.86500001,23.1,0,"1277"
"P63R6","Scarlet",0.88599998,18.4,0,"1277"
"P63W9","White",1.114,2412.7,0,"1277"
"P63Y11","Ferrite Yellow",1.0190001,12,0,"1277"
"R6K10","MEK",0.80615002,645.59998,0,"1277"
"P63B1","Black",0.86870003,5.5,0,"1278"
"P63L4","Blue",0.86500001,25.799999,0,"1278"
"P63R6","Scarlet",0.88599998,19.299999,0,"1278"
"P63W9","White",1.114,2406,0,"1278"
"P63Y11","Ferrite Yellow",1.0190001,12,0,"1278"
"R6K10","MEK",0.80615002,643.79999,0,"1278"
"P63N5","Burnt Umber",0.91399997,489.5,0,"1280"
"P63R6","Scarlet",0.88599998,207.7,0,"1280"
"P63R7","Quin Red",0.9023,47.299999,0,"1280"
"P63W9","White",1.114,102.8,0,"1280"
"R6K10","MEK",0.80615002,818.59998,0,"1280"
"S64B30","Black",0.91909999,17.700001,0,"1306"
"S64N36","Burnt Sienna",1.1569999,133.39999,0,"1306"
"P63B1","Black",0.86870003,53.400002,0,"1282"
"P63E2","Orange",0.91399997,131.7,0,"1282"
"P63N5","Burnt Umber",0.91399997,466.29999,0,"1282"
"P63R6","Scarlet",0.88599998,17.799999,0,"1282"
"P63R7","Quin Red",0.9023,142.39999,0,"1282"
"P63W9","White",1.114,174.39999,0,"1282"
"P63Y11","Ferrite Yellow",1.0190001,53.400002,0,"1282"
"R6K10","MEK",0.80615002,667.40002,0,"1282"
"S61B500","Black",1.041,39.599998,0,"1285"
"S61R503","Red",1.0369999,70.400002,0,"1285"
"R6K21","Ethanol",0.78899997,2305.5,0,"1285"
"R6K10","MEK",0.80615002,854.5,0,"1287"
"S64B30","Black",0.91909999,108,0,"1288"
"S64L39","Blue",0.89700001,45.900002,0,"1288"
"S64N36","Burnt Sienna",1.1569999,1449.6,0,"1288"
"S64N37","Burnt Umber",1.1569999,259.60001,0,"1288"
"S64R40","Brite Red",0.88999999,328.5,0,"1288"
"S64T28","Clear",0.90600002,229.7,0,"1288"
"R1K3","VM&P Naptha",0.74199998,114.9,0,"1288"
"R1K4","Mineral Spirit",0.75999999,459.5,0,"1288"
"P63B1","Black",0.86870003,1.8,0,"1289"
"P63N5","Burnt Umber",0.91399997,70.099998,0,"1289"
"P63W9","White",1.114,2084.2,0,"1289"
"P63Y11","Ferrite Yellow",1.0190001,47.299999,0,"1289"
"R6K10","MEK",0.80615002,831.90002,0,"1289"
"S64B30","Black",0.91909999,104,0,"1290"
"S64L39","Blue",0.89700001,43.299999,0,"1290"
"S64N36","Burnt Sienna",1.1569999,1398.5,0,"1290"
"S64N37","Burnt Umber",1.1569999,251.39999,0,"1290"
"S64R35","Deep Red",0.85100001,245.60001,0,"1290"
"S64R40","Brite Red",0.88999999,317.79999,0,"1290"
"S64T28","Clear",0.90600002,231.2,0,"1290"
"R1K3","VM&P Naptha",0.74199998,109.8,0,"1290"
"R1K4","Mineral Spirit",0.75999999,297.60001,0,"1290"
"S66T10","Natural",1.0053999,643.70001,0,"1291"
"S64B30","Black",0.91909999,229.39999,0,"1291"
"S64R35","Deep Red",0.85100001,259,0,"1291"
"S64N45","VanDyke Brown",0.94999999,1050.7,0,"1291"
"S66T30","NATURAL",0.88436192,643.70001,0,"1291"
"S64N42","Raw Umber",1.1210001,30.6,0,"1292"
"S64W31","White",1.597,102,0,"1292"
"S64Y32","Yellow Oxide",1.171,30.6,0,"1292"
"R1K4","Mineral Spirit",0.75999999,228.39999,0,"1292"
"R7K119","Lacquer Thinner",0.79699999,2080.3,0,"1292"
"S61N502","Brown",1.0369999,13.3,0,"1293"
"S64R35","Deep Red",0.85100001,9.8999996,0,"1306"
"S64R40","Brite Red",0.88999999,45.099998,0,"1306"
"S64T28","Clear",0.90600002,198.10001,0,"1306"
"R1K3","VM&P Naptha",0.74199998,971.59998,0,"1306"
"R6K21","Ethanol",0.78899997,736.5,0,"1293"
"S61R503","Red",1.0369999,39.5,0,"1294"
"S61Y504","Yellow",1.043,22.299999,0,"1294"
"S61N502","Brown",1.0369999,77.300003,0,"1294"
"R6K34","PM Reducer",0.91670001,1156.1,0,"1294"
"R6K21","Ethanol",0.78899997,1288.4,0,"1294"
"S64B30","Black",0.91909999,28.9,0,"1295"
"S64N36","Burnt Sienna",1.1569999,139.2,0,"1295"
"S64N37","Burnt Umber",1.1569999,78.800003,0,"1295"
"S64R35","Deep Red",0.85100001,46,0,"1295"
"S64R40","Brite Red",0.88999999,21,0,"1295"
"R1K3","VM&P Naptha",0.74199998,131.3,0,"1295"
"R7K119","Lacquer Thinner",0.79699999,2035.2,0,"1295"
"P63B1","Black",0.86870003,8.6000004,0,"1296"
"P63N5","Burnt Umber",0.91399997,43,0,"1296"
"P63W9","White",1.114,2147.5,0,"1296"
"P63Y11","Ferrite Yellow",1.0190001,85.900002,0,"1296"
"R6K10","MEK",0.80615002,773.09998,0,"1296"
"P63N5","Burnt Umber",0.91399997,26.799999,0,"1297"
"P63W9","White",1.114,2319.8,0,"1297"
"P63Y11","Ferrite Yellow",1.0190001,8.8999996,0,"1297"
"R6K10","MEK",0.80615002,731.59998,0,"1297"
"P63N5","Burnt Umber",0.91399997,30.200001,0,"1299"
"P63W9","White",1.114,2160.8,0,"1299"
"P63Y11","Ferrite Yellow",1.0190001,16.799999,0,"1299"
"R6K10","MEK",0.80615002,837.5,0,"1299"
"S66T10","Natural",1.0053999,1194,0,"1300"
"S64B30","Black",0.91909999,37.299999,0,"1300"
"S64W31","White",1.597,1032.3,0,"1300"
"S66T30","NATURAL",0.88436192,1019.9,0,"1300"
"S64B30","Black",0.91909999,32.400002,0,"1301"
"S64W31","White",1.597,648.79999,0,"1301"
"R1K3","VM&P Naptha",0.74199998,811,0,"1301"
"R1K4","Mineral Spirit",0.75999999,1135.4,0,"1301"
"S64N37","Burnt Umber",1.1569999,90.199997,0,"1302"
"S64W31","White",1.597,697.59998,0,"1302"
"S64Y32","Yellow Oxide",1.171,94.900002,0,"1302"
"S64N45","VanDyke Brown",0.94999999,151.89999,0,"1302"
"R1K3","VM&P Naptha",0.74199998,759.29999,0,"1302"
"R1K4","Mineral Spirit",0.75999999,949.20001,0,"1302"
"S64N42","Raw Umber",1.1210001,185.3,0,"1303"
"S64W31","White",1.597,240.89999,0,"1303"
"S64Y32","Yellow Oxide",1.171,125.1,0,"1303"
"S64N45","VanDyke Brown",0.94999999,203.89999,0,"1303"
"R1K3","VM&P Naptha",0.74199998,773.79999,0,"1303"
"R1K4","Mineral Spirit",0.75999999,1024,0,"1303"
"S64N42","Raw Umber",1.1210001,102.9,0,"1304"
"S64W31","White",1.597,133.7,0,"1304"
"S64Y32","Yellow Oxide",1.171,69.400002,0,"1304"
"S64N45","VanDyke Brown",0.94999999,113.2,0,"1304"
"R1K3","VM&P Naptha",0.74199998,874.40002,0,"1304"
"R1K4","Mineral Spirit",0.75999999,1136.7,0,"1304"
"P63B1","Black",0.86870003,92.800003,0,"1305"
"P63G3","Green",0.87,14.8,0,"1305"
"P63L4","Blue",0.86500001,10.9,0,"1305"
"P63N5","Burnt Umber",0.91399997,148.2,0,"1305"
"P63W9","White",1.114,1244.5,0,"1305"
"P63Y11","Ferrite Yellow",1.0190001,303.20001,0,"1305"
"R6K10","MEK",0.80615002,1059.8,0,"1305"
"R1K4","Mineral Spirit",0.75999999,990.40002,0,"1306"
"P63B1","Black",0.86870003,27.299999,0,"1307"
"P63L4","Blue",0.86500001,35.799999,0,"1307"
"P63R6","Scarlet",0.88599998,8.3999996,0,"1307"
"P63W9","White",1.114,2103.1001,0,"1307"
"P63Y10","Brite Yellow",0.87599999,12.6,0,"1307"
"R6K10","MEK",0.80615002,841.20001,0,"1307"
"P63B1","Black",0.86870003,35.599998,0,"1308"
"P63L4","Blue",0.86500001,35.599998,0,"1308"
"P63R6","Scarlet",0.88599998,14.6,0,"1308"
"P63W9","White",1.114,2091.3999,0,"1308"
"P63Y10","Brite Yellow",0.87599999,12.5,0,"1308"
"R6K10","MEK",0.80615002,836.59998,0,"1308"
"S64N37","Burnt Umber",1.1569999,433.79999,0,"1309"
"S64T28","Clear",0.90600002,711.5,0,"1309"
"S64Y41","Brite Yellow",0.90799999,91.099998,0,"1309"
"R1K3","VM&P Naptha",0.74199998,340,0,"1309"
"R1K4","Mineral Spirit",0.75999999,1000.4,0,"1309"
"R7K119","Lacquer Thinner",0.79699999,1858.3,0,"1310"
"S66T10","Natural",1.0053999,733.59998,0,"1311"
"S66N11","Van Dyke Brown",0.90469998,14.7,0,"1311"
"S64W31","White",1.597,425.5,0,"1311"
"S64Y32","Yellow Oxide",1.171,17.6,0,"1311"
"S64B30","Black",0.91909999,11.7,0,"1311"
"S66T30","NATIRAL",0.88436192,733.59998,0,"1311"
"R1K4","Mineral Spirit",0.75999999,880.29999,0,"1311"
"S64N42","Raw Umber",1.1210001,12.7,0,"1312"
"S64W31","White",1.597,341.79999,0,"1312"
"S64Y32","Yellow Oxide",1.171,27.299999,0,"1312"
"R1K3","VM&P Naptha",0.74199998,244.10001,0,"1312"
"R7K119","Lacquer Thinner",0.79699999,1952.9,0,"1312"
"S64B30","Black",0.91909999,76.599998,0,"1314"
"S66T10","Natural",1.0053999,466.60001,0,"1321"
"S66N11","Van Dyke Brown",0.90469998,668.79999,0,"1321"
"S66T30","NATURAL",0.88436192,777.70001,0,"1321"
"S64B30","Black",0.91909999,85.5,0,"1321"
"S64W31","White",1.597,816.59998,0,"1321"
"S64Y32","Yellow Oxide",1.171,163.3,0,"1321"
"S64N37","Burnt Umber",1.1569999,747,0,"1314"
"S64R35","Deep Red",0.85100001,261.5,0,"1314"
"S64R40","Brite Red",0.88999999,635,0,"1314"
"S64T28","Clear",0.90600002,76.599998,0,"1314"
"R1K3","VM&P Naptha",0.74199998,448.20001,0,"1314"
"R1K4","Mineral Spirit",0.75999999,448.20001,0,"1314"
"P63E2","Orange",0.91399997,14.6,0,"1315"
"P63N5","Burnt Umber",0.91399997,61.900002,0,"1315"
"P63W9","White",1.114,1945,0,"1315"
"P63Y11","Ferrite Yellow",1.0190001,164,0,"1315"
"R6K10","MEK",0.80615002,836.29999,0,"1315"
"S66T10","Natural",1.0053999,1594,0,"1316"
"S64W31","White",1.597,239.10001,0,"1316"
"S66T30","NATIRAL",0.88436192,797,0,"1316"
"S64N42","Raw Umber",1.1210001,438.39999,0,"1316"
"S64N37","Burnt Umber",1.1569999,233.3,0,"1321"
"S66T30","NATURAL",0.88436192,1941.1,0,"1322"
"S64W31","White",1.597,1294.1,0,"1322"
"S64Y32","Yellow Oxide",1.171,25.9,0,"1322"
"S64B30","Black",0.91909999,1,0,"1323"
"S64N42","Raw Umber",1.1210001,16.799999,0,"1323"
"S64W31","White",1.597,500.60001,0,"1323"
"S64Y32","Yellow Oxide",1.171,42,0,"1323"
"R1K3","VM&P Naptha",0.74199998,314.79999,0,"1323"
"R7K119","Lacquer Thinner",0.79699999,1784,0,"1323"
"R1K4","Mineral Spirit",0.75999999,456.10001,0,"1324"
"S66T30","NATURAL",0.88436192,355.70001,0,"1324"
"P63E2","Orange",0.91399997,97.599998,0,"1325"
"P63N5","Burnt Umber",0.91399997,901.20001,0,"1325"
"P63R6","Scarlet",0.88599998,407.70001,0,"1325"
"P63W9","White",1.114,215.60001,0,"1325"
"P63Y11","Ferrite Yellow",1.0190001,261.79999,0,"1325"
"R6K10","MEK",0.80615002,826.09998,0,"1325"
"S64B30","Black",0.91909999,461.20001,0,"1327"
"S64N37","Burnt Umber",1.1569999,1629.2,0,"1327"
"S64R35","Deep Red",0.85100001,165.8,0,"1327"
"S64T28","Clear",0.90600002,54.299999,0,"1327"
"S64Y32","Yellow Oxide",1.171,180.89999,0,"1327"
"R1K3","VM&P Naptha",0.74199998,217,0,"1327"
"R1K4","Mineral Spirit",0.75999999,316.5,0,"1327"
"S66T30","NATURAL",0.88436192,197.89999,0,"1328"
"P63B1","Black",0.86870003,71,0,"1331"
"P63N5","Burnt Umber",0.91399997,129.8,0,"1331"
"P63R6","Scarlet",0.88599998,2.7,0,"1331"
"P63W9","White",1.114,1028.8,0,"1331"
"P63Y11","Ferrite Yellow",1.0190001,13.7,0,"1331"
"R6K10","MEK",0.80615002,1502.9,0,"1331"
"S64N42","Raw Umber",1.1210001,27.6,0,"1333"
"S64W31","White",1.597,263.89999,0,"1333"
"S64Y32","Yellow Oxide",1.171,532.29999,0,"1333"
"S64Y41","Brite Yellow",0.90799999,27.6,0,"1333"
"R1K3","VM&P Naptha",0.74199998,91.900002,0,"1333"
"R1K4","Mineral Spirit",0.75999999,367.70001,0,"1333"
"S64T8","Clear wiping stain",0.81005585,1413.9,0,"1333"
"S64N37","Burnt Umber",1.1569999,42.299999,0,"1335"
"S64N42","Raw Umber",1.1210001,21.200001,0,"1335"
"S64W31","White",1.597,1863.1,0,"1335"
"S64Y32","Yellow Oxide",1.171,137.60001,0,"1335"
"R1K3","VM&P Naptha",0.74199998,529.29999,0,"1335"
"R1K4","Mineral Spirit",0.75999999,741,0,"1335"
"S64B30","Black",0.91909999,198.10001,0,"1337"
